X8	sites
MB3472c	3813623, 3813656, 3813733, 3813890, 3813952, 3813966
MB3473c	3814087, 3814132, 3814230, 3814282, 3814459, 3814495
MB3474c	3814739, 3814877, 3814994, 3815015, 3815040
MB3475c	3815062, 3815064, 3815170, 3815321
MB3476c	3815455, 3815585, 3815613, 3815638, 3815764, 3815842, 3815911, 3816069, 3816129, 3816159, 3816162, 3816193, 3816520, 3816574
MB3477c	3816873, 3816901, 3816952, 3816970, 3816974, 3817102, 3817112, 3817184, 3817372, 3817392, 3817434, 3817535, 3817572, 3817650, 3817719, 3817749, 3817972, 3818000, 3818061, 3818151, 3818190, 3818291, 3818506, 3818572, 3818788, 3818919, 3819029, 3819117, 3819180, 3819312, 3819489, 3819532, 3819669, 3820008, 3820060, 3820069
MB3478	3820471, 3820503, 3820625, 3820717, 3820902, 3820910, 3820935, 3820988, 3821034, 3821055, 3821086, 3821094, 3821142, 3821158, 3821190, 3821206, 3821283, 3821289, 3821556, 3821632, 3821756, 3821820, 3821831
MB3479	3821880, 3821900, 3822020, 3822032, 3822211, 3822273, 3822339, 3822518, 3822535, 3822582, 3822664, 3822673, 3822686, 3822853, 3822945, 3823086, 3823124, 3823199
MB3480c	3823245, 3823379, 3823420, 3823424, 3823448, 3823799, 3823802, 3824030, 3824039, 3824223, 3824357
MB3481	3824975, 3824977, 3824989, 3825005, 3825041, 3825051, 3825100, 3825173, 3825184, 3825266, 3825358, 3825362, 3825370, 3825387
MB3482	3825670, 3825765, 3825821, 3825833, 3825944, 3826188, 3826193, 3826244
MB3483	3826531, 3826574, 3826602, 3826629, 3826683, 3826718, 3826800, 3826803, 3826815, 3826838, 3826860, 3826863, 3826949, 3826954, 3826983, 3827022, 3827100, 3827107, 3827145, 3827174, 3827247, 3827376, 3827443, 3827445, 3827458, 3827535, 3827586, 3827685, 3827699, 3827745, 3827794, 3827796, 3827892, 3827926, 3827964, 3827967, 3828006
MB3484c	3828226, 3828348, 3828574, 3828601, 3828622, 3828628, 3828683, 3828775, 3828890
MB3485c	3829004, 3829153, 3829236, 3829257, 3829265, 3829314, 3829406, 3829545
MB3486c	3829578, 3829599, 3829614, 3829653, 3829839, 3830094, 3830118, 3830184, 3830230, 3830330, 3830334, 3830444, 3830526
MB3487c	3830769, 3830778, 3830781, 3830834, 3830970, 3830985, 3831081, 3831162, 3831165, 3831188, 3831195, 3831237, 3831282, 3831363
MB3488c	3831383, 3831417, 3831765
MB3489c	3831806, 3831810, 3831886, 3831894, 3831920, 3831958, 3832004, 3832098, 3832118, 3832143, 3832179
MB3490c	3832396, 3832439, 3832500
MB3491c	3832542, 3832548, 3832554, 3832581, 3832629, 3832739
MB3492	3833054, 3833127, 3833231, 3833289, 3833346, 3833358, 3833376, 3833380, 3833397, 3833487, 3833597, 3833621, 3833625, 3833639, 3833643, 3833730, 3833798
MB3493	3833956, 3834007, 3834037, 3834054, 3834116, 3834315, 3834366, 3834368, 3834384, 3834438, 3834445, 3834477, 3834486, 3834555, 3834651, 3834774, 3834798, 3834808, 3834827, 3834867, 3834898, 3834921
MB3494	3834984, 3835032, 3835159, 3835266, 3835276, 3835292, 3835336, 3835354, 3835549
MB3495	3835878, 3835905, 3836124, 3836148, 3836173, 3836244, 3836263, 3836271
MB3496	3836311, 3836578, 3836622, 3836643, 3836685, 3836701, 3836778, 3836926
MB3497c	3837118, 3837133, 3837210, 3837257, 3837262, 3837386, 3837412, 3837465, 3837499, 3837538, 3837644, 3837661, 3837956, 3837964, 3838067
MB3498c	3838265, 3838375, 3838400, 3838648, 3838685, 3838696, 3838860, 3838879, 3838978, 3839053, 3839110, 3839128
MB3499c	3839254, 3839369, 3839592, 3839732, 3839748, 3839951, 3840103, 3840129, 3840305, 3840354, 3840414, 3840578, 3840632, 3840674, 3840754, 3840855
MB3500c	3840971, 3840975, 3841019, 3841131, 3841163
MB3501	3841502, 3841531, 3841581, 3841637, 3841645, 3841702, 3841771, 3841795, 3841833, 3841840, 3841889, 3841975
MB3502c	3842090, 3842134, 3842309, 3842329, 3842361, 3842436, 3842536, 3842703
MB3503c	3843123, 3843135, 3843165, 3843169, 3843198, 3843218, 3843234, 3843268, 3843279, 3843324, 3843399, 3843417, 3843434, 3843471, 3843475, 3843486, 3843490, 3843492, 3843613, 3843636, 3843672, 3843676, 3843678, 3843735, 3843869, 3843935, 3843981, 3843999, 3844035, 3844053, 3844096, 3844264, 3844281, 3844287, 3844335, 3844339, 3844353, 3844359, 3844368
MB3504	3844921, 3845008, 3845024, 3845092, 3845099, 3845138
MB3505	3845196, 3845225, 3845352, 3845393, 3845468, 3845480, 3845482, 3845521, 3845597, 3845633, 3845639, 3845832, 3845982, 3846292, 3846326, 3846356
MB3507	3846582, 3846691, 3846701, 3846898, 3846914, 3847012, 3847031, 3847157, 3847281, 3847403, 3847535, 3847660, 3847847
MB3508	3847923, 3847966, 3848001, 3848307, 3848336, 3848475, 3848566, 3848583, 3848679, 3848745, 3848769, 3848811, 3848825
MB3509c	3849008, 3849080, 3849093, 3849134, 3849164, 3849215, 3849266, 3849288, 3849290, 3849523, 3849572, 3849608, 3849655, 3849695
MB3510c	3849860, 3849991, 3849993, 3850001, 3850026, 3850088, 3850105, 3850179, 3850227, 3850229, 3850253, 3850389
MB3511c	3850551, 3850562, 3850624, 3850668, 3850676, 3850725, 3850829, 3850958, 3851102, 3851111
MB3512c	3851361, 3851673, 3851685, 3851750, 3851803, 3851898, 3851912, 3852069, 3852100, 3852102
MB3513c	3852187, 3852310, 3852367, 3852490, 3852509, 3852512, 3852686, 3852694, 3852785, 3852808
MB3514	3853197, 3853243, 3853292, 3853406, 3853435, 3853454, 3853540, 3853567, 3853585, 3853711, 3853741, 3853795, 3853804, 3853886, 3854116, 3854148, 3854177, 3854235, 3854323, 3854383, 3854496, 3854510, 3854563, 3854572, 3854650
MB3515c	3854659, 3854808, 3854844, 3854863, 3854912, 3854946, 3855016, 3855090, 3855121, 3855307, 3855460
MB3516	3855840, 3855842, 3855895, 3856112, 3856211, 3856215
MB3517c	3856268, 3856411, 3856497, 3856524, 3856541, 3856705, 3856763, 3856832, 3856875, 3856889, 3856897, 3856991, 3857055, 3857071, 3857155, 3857159, 3857175, 3857229, 3857318, 3857321
MB3518	3857832, 3857913, 3858014
MB3519	3858113, 3858198, 3858245, 3858270
MB3520	3858345, 3858561, 3858582, 3858590, 3858593, 3858629, 3858656, 3858680, 3858750, 3858758, 3858774, 3858846, 3858856, 3858894, 3859044, 3859063, 3859190, 3859209, 3859313, 3859357, 3859367, 3859389, 3859397, 3859429, 3859473, 3859505, 3859586, 3859629
MB3521	3860043, 3860087, 3860120, 3860133, 3860183, 3860207, 3860249, 3860331, 3860475, 3860499, 3860502
MB3522c	3860517, 3860577, 3860619, 3860754, 3860775, 3860808, 3860814, 3860855, 3860904, 3860958
MB3523c	3861002, 3861014, 3861065, 3861127, 3861214, 3861262, 3861323, 3861411, 3861454, 3861651, 3861691, 3861699
MB3524c	3861712, 3861788, 3861835, 3861844, 3861940, 3862135, 3862189, 3862234, 3862254, 3862277, 3862300, 3862351, 3862374, 3862488, 3862564, 3862825, 3863073, 3863083, 3863112, 3863187, 3863227, 3863248, 3863287, 3863323
MB3525c	3863417, 3863433, 3863448, 3863549, 3863613, 3863618, 3863643, 3863732, 3864223, 3864229, 3864320, 3864446, 3864541
MB3526c	3864648, 3864757, 3864775, 3864791, 3864817, 3864880, 3864883, 3865000, 3865009, 3865290, 3865380, 3865563, 3865577, 3865579, 3865679, 3865765, 3865789, 3865808, 3865811, 3865831, 3865876
MB3527c	3865957, 3865971, 3866055, 3866112, 3866143, 3866145, 3866212, 3866533, 3866586, 3866802, 3866812, 3866844, 3866853, 3866889, 3866971, 3866983, 3866987
MB3528c	3867091, 3867112, 3867139, 3867266, 3867426, 3867588, 3867724, 3867751, 3867760, 3867901
MB3529c	3868103, 3868122, 3868164, 3868257, 3868263, 3868312, 3868325, 3868379, 3868389, 3868470, 3868477, 3868480, 3868499, 3868599, 3868649, 3868781, 3868826, 3868859, 3868957, 3869013, 3869020, 3869036, 3869052, 3869077, 3869119, 3869137, 3869139, 3869148
MB3530c	3869257, 3869276, 3869290, 3869346, 3869398, 3869404, 3869407, 3869411, 3869424, 3869438, 3869453, 3869497, 3869506, 3869584, 3869635, 3869836, 3869992, 3870010, 3870080, 3870091
MB3531c	3870134, 3870157, 3870159, 3870172, 3870203, 3870269, 3870304, 3870325, 3870366, 3870410, 3870754
MB3532c	3871181, 3871286, 3871351, 3871472, 3871535, 3871640, 3871830, 3871854, 3872043
MB3533c	3872102, 3872201, 3872226
MB3534	3872519, 3872561, 3872621, 3872639, 3872702, 3872819, 3872891, 3872960, 3873002, 3873011, 3873027, 3873072, 3873081, 3873158, 3873161, 3873381, 3873518
MB3535	3873876, 3873992, 3874193, 3874221, 3874335, 3874472, 3874547, 3874579, 3874702, 3874752, 3874760, 3874853
MB3536	3874995, 3875107, 3875222, 3875269, 3875505, 3875634, 3875646, 3875655, 3875676, 3875733, 3875749, 3875979, 3875982, 3876027, 3876048, 3876066, 3876072, 3876121, 3876183, 3876229, 3876321
MB3537	3876744, 3876788, 3876810, 3876823, 3876863, 3876897, 3876918, 3877014, 3877842, 3877960, 3878487, 3878533, 3878586, 3878848, 3879136, 3879229, 3879403, 3879466, 3879501, 3879885
MB3538	3881052, 3881127, 3881161, 3881172, 3881191, 3881220, 3881236, 3881748, 3881877, 3882042, 3882192, 3882654, 3882668, 3882681, 3882771, 3883011, 3883338, 3883941, 3884472, 3884822, 3884856, 3884895, 3885358
MB3539c	3885528, 3885551, 3885646, 3885686, 3885688, 3885765, 3885780, 3885840, 3885924, 3885949, 3886006, 3886142, 3886237, 3886245, 3886332, 3886397, 3886755, 3886767, 3886902, 3886973
MB3540c	3887107, 3887155, 3887207, 3887214, 3887291, 3887309, 3887420, 3887522, 3887525, 3887554, 3887672, 3887703, 3887817, 3887853, 3887863
MB3541	3888319, 3888434, 3888438, 3888450, 3888480, 3888525, 3888562, 3888742, 3888817, 3888819, 3889124, 3889235, 3889328, 3889393, 3889557, 3889619, 3889703, 3889721, 3889811, 3889963, 3890308, 3890653, 3891008, 3891089, 3891136, 3891167, 3891557, 3891614, 3891623, 3892106, 3892403, 3892715, 3892766, 3893096, 3893171, 3894005, 3894081
MB3542c	3894288, 3894298, 3894354, 3894450, 3894531, 3894612, 3894630, 3894643, 3894684, 3894687, 3894805, 3894823, 3894826, 3894841, 3894854, 3894868
MB3543	3894988, 3895063, 3895097, 3895108, 3895127, 3895156, 3895172, 3895684, 3895813, 3896206, 3896557, 3896842, 3897193, 3897736, 3897745, 3897754
MB3544c	3898529, 3898539, 3898595, 3898691, 3898772, 3898853, 3898871, 3898884, 3898925, 3898928, 3899082, 3899219, 3899347, 3899468, 3899525, 3899582, 3899591, 3899654, 3899672, 3899681, 3899722, 3899765, 3899813, 3899834, 3899918, 3899985, 3900002, 3900027, 3900081
MB3545	3900353, 3900425, 3900599, 3900644, 3900685, 3900759, 3900962
MB3546	3901132, 3901156, 3901211, 3901306, 3901392, 3901557, 3901619, 3901666, 3901675, 3901701, 3901735, 3901826
MB3547c	3902320, 3902338, 3902424, 3902439, 3902506
MB3548c	3902605, 3903013, 3903079, 3903106
MB3549	3903301, 3903325, 3903336, 3903367, 3903391, 3903400, 3903494, 3903682, 3903701, 3903787, 3903854
MB3550c	3904048, 3904142, 3904173, 3904188, 3904236, 3904333, 3904380, 3904404, 3904484, 3904566, 3904629, 3904671, 3904804, 3904854, 3904959, 3904970
MB3551	3905162, 3905248, 3905259, 3905263, 3905285, 3905650, 3905711, 3905713, 3905848, 3905860, 3906001, 3906034, 3906043, 3906058
MB3552	3906090, 3906144, 3906185, 3906187, 3906247, 3906302, 3906352, 3906361, 3906403, 3906466, 3906512, 3906693, 3906854, 3906909, 3906954, 3907023, 3907044, 3907138
MB3553	3907179, 3907202, 3907356, 3907404, 3907440, 3907472, 3907491, 3907583, 3907607, 3907609, 3907645, 3907758, 3907881, 3908012, 3908124, 3908270, 3908288, 3908296, 3908339
MB3554	3908442, 3908509, 3908537, 3908544, 3908590, 3908737, 3908843, 3908863, 3908989, 3909001, 3909042, 3909048, 3909082, 3909115, 3909241, 3909367, 3909382, 3909395, 3909412
MB3555c	3909429, 3909474, 3909554, 3909629, 3909737, 3909761, 3909764, 3909813
MB3556	3910072, 3910130, 3910169, 3910194, 3910262, 3910376, 3910600, 3910616, 3910640, 3910679, 3910727, 3910760, 3910802, 3910811, 3910844, 3910906, 3911045, 3911063, 3911075, 3911085, 3911094, 3911169
MB3557	3911288, 3911434, 3911492, 3911514, 3911557, 3911653
MB3558c	3912108, 3912142, 3912180, 3912235, 3912257, 3912259, 3912295, 3912319, 3912321, 3912331, 3912352, 3912360, 3912388, 3912407, 3912421, 3912423, 3912440, 3912453, 3912457, 3912466, 3912509, 3912529, 3912538, 3912574, 3912591, 3912623, 3912641, 3912653, 3912660, 3912664, 3912682, 3912684, 3912731, 3912758, 3912778, 3912789, 3912803
MB3559c	3913558, 3913573, 3913672, 3913676, 3913688, 3913717, 3913729, 3913747, 3913930, 3913959, 3913977, 3913980, 3914041, 3914080, 3914088, 3914107, 3914161, 3914188, 3914239, 3914287, 3914387, 3914422, 3914448, 3914527, 3914560, 3914606
MB3560c	3914667, 3914676, 3914811, 3914827, 3914835, 3914859, 3914884, 3914886, 3914953, 3914957, 3914963, 3914982, 3914991, 3915067, 3915110, 3915204, 3915236
MB3561c	3915530, 3915765, 3915767, 3915782, 3915808, 3915812, 3915887, 3915936, 3915945, 3915953, 3915973, 3916019, 3916121, 3916138, 3916239, 3916241, 3916250, 3916313, 3916346, 3916424, 3916469, 3916522, 3916568
MB3562	3917022, 3917024, 3917109, 3917190, 3917329, 3917338, 3917394, 3917430, 3917436, 3917477, 3917605, 3917674, 3917722, 3917733, 3917821, 3917908, 3917923, 3917966, 3918144, 3918151
MB3563c	3918414, 3918668, 3918695, 3918725, 3918819, 3918845, 3918908, 3919250, 3919280, 3919469, 3919535, 3919621, 3919663, 3919867, 3920051, 3920067, 3920074
MB3564c	3920189, 3920313, 3920355, 3920367, 3920727, 3921042, 3921110, 3921211
MB3565c	3921232, 3921308, 3921320, 3921431, 3921689, 3921719, 3921866, 3921893, 3921927, 3922067, 3922086
MB3566c	3922140, 3922235, 3922574, 3922626, 3922686, 3922744, 3922806, 3922883
MB3567	3923091, 3923114, 3923194, 3923216, 3923267, 3923342, 3923351, 3923354, 3923456, 3923498, 3923590, 3923721, 3923723, 3923815, 3923837, 3923887, 3924071, 3924091, 3924095, 3924179, 3924195, 3924288, 3924359, 3924380, 3924389, 3924392, 3924449, 3924452, 3924557, 3924599, 3924621, 3924644
MB3568	3924727, 3924755, 3924771, 3924825, 3924839, 3925051, 3925119, 3925239, 3925313, 3925335, 3925401, 3925428, 3925537, 3925548
MB3569	3925735, 3925905, 3925978, 3926003, 3926107, 3926149, 3926292, 3926330, 3926351, 3926365, 3926431, 3926454, 3926608, 3926695, 3926731, 3926761, 3926779, 3926781, 3926788, 3926793, 3926863, 3926884, 3926906, 3926953, 3927067, 3927076, 3927097, 3927124
MB3570c	3927128, 3927150, 3927263, 3927393, 3927413, 3927463, 3927515, 3927518, 3927533, 3927725, 3927731, 3927818, 3927872, 3927971, 3928011, 3928052, 3928282
MB3571c	3928288, 3928340, 3928359, 3928417, 3928423, 3928492, 3928598, 3928636
MB3572c	3928695, 3928720, 3928722, 3928733, 3928741, 3928793, 3928908, 3929056, 3929162, 3929264, 3929268, 3929277, 3929313, 3929466
MB3573c	3929728, 3929762, 3929872, 3930005, 3930040, 3930131, 3930134, 3930188, 3930214, 3930237, 3930275, 3930326, 3930395, 3930634, 3930647, 3930713, 3930721
MB3574c	3930838, 3930841, 3930856, 3930934, 3931030, 3931079, 3931105, 3931150, 3931173, 3931197, 3931252, 3931280, 3931369, 3931415, 3931470, 3931623
MB3575c	3931773, 3931792, 3931800, 3931819, 3931892, 3931900, 3931907, 3931947, 3932002, 3932041, 3932052, 3932080, 3932087, 3932103, 3932193, 3932406, 3932451, 3932799, 3932818, 3932828, 3932973, 3933028, 3933038
MB3576	3933867, 3934037, 3934040, 3934358
MB3577	3934522, 3934543, 3934546, 3934556, 3934664, 3934736, 3934770, 3934798, 3934835, 3934859, 3934868, 3934877
MB3578c	3935011, 3935020, 3935166, 3935208, 3935341, 3935404, 3935430, 3935653
MB3579c	3935975, 3936024, 3936026, 3936140, 3936263, 3936303, 3936313, 3936443, 3936560, 3936622, 3936643
MB3580	3936835, 3937051, 3937251, 3937438, 3937458, 3937522
MB3581	3937532, 3937677, 3937731, 3937734, 3937767, 3937883, 3937909, 3937953, 3937974, 3938061, 3938079, 3938259, 3938289, 3938340, 3938344, 3938364
MB3582	3938496, 3938699, 3938804, 3938870, 3938918, 3938937, 3938988, 3939108, 3939141
MB3583	3939260, 3939595, 3939810, 3939891, 3940040, 3940213, 3940234, 3940288
MB3584	3940337, 3940351, 3940492, 3940502, 3940595, 3940688, 3940799, 3940805, 3940814, 3940817, 3940960, 3940969, 3941105, 3941144, 3941150, 3941183, 3941243, 3941489, 3941663, 3941759, 3941822, 3941929, 3942053, 3942089, 3942135, 3942200, 3942308, 3942359, 3942368
MB3585c	3942639, 3942666, 3942699, 3942847, 3943076, 3943100, 3943221, 3943233, 3943245
MB3586c	3943433, 3943446, 3943496, 3943561, 3943641, 3943645, 3943718, 3943753, 3943803, 3944060, 3944144, 3944152, 3944563, 3944579, 3944592
MB3587c	3944696, 3944700, 3944745, 3944787, 3944804, 3944820, 3944878, 3944892, 3944937, 3945025, 3945074, 3945117, 3945131, 3945232
MB3588	3945656, 3945824, 3945880, 3946028, 3946037, 3946070, 3946264, 3946356, 3946618, 3946705, 3946848, 3946990, 3947073, 3947212, 3947229
MB3589c	3947318, 3947327, 3947492, 3947555, 3947639, 3947689, 3948049
MB3590c	3948136, 3948159, 3948163, 3948165, 3948215, 3948334, 3948451, 3948658, 3948759, 3948835, 3948979, 3948988, 3949139
MB3591	3949269, 3949320, 3949388, 3949532, 3949901, 3949937, 3950069, 3950213, 3950372, 3950495, 3950519, 3950672, 3950730, 3950752, 3950786
MB3592	3950882, 3950915, 3950928, 3950968, 3950972, 3951023, 3951240, 3951344, 3951376, 3951650, 3951848
MB3593	3952094, 3952253, 3952334, 3952414, 3952460, 3952474, 3952549, 3952591, 3952657, 3952836, 3952874
MB3594	3952903, 3952931, 3952983, 3953008, 3953174, 3953247, 3953321, 3953490, 3953565, 3953739
MB3595	3953870, 3954017, 3954034, 3954068, 3954209, 3954217, 3954440, 3954455, 3954510, 3954530, 3954533, 3954707, 3954788, 3954794, 3954960, 3954992
MB3596c	3955033, 3955111, 3955148, 3955227, 3955281, 3955350, 3955440, 3955575, 3955605, 3955625, 3955770, 3955788
MB3597c	3955854, 3955885, 3955969
MB3598c	3956348, 3956441, 3956453, 3956567, 3956599, 3956689, 3956745, 3956856
MB3599c	3956926, 3956940, 3956961, 3956975, 3957061, 3957242, 3957291, 3957349, 3957401, 3957433, 3957565, 3957706, 3957763, 3957805
MB3600c	3957911, 3958020, 3958164, 3958270, 3958298, 3958320, 3958428, 3958473, 3958525, 3958528, 3958577, 3958617, 3958690
MB3601c	3958715, 3958769, 3958985, 3959001, 3959052, 3959141, 3959150, 3959181, 3959211, 3959213, 3959270, 3959331, 3959338, 3959351, 3959372, 3959501, 3959540, 3959559
MB3602	3960198, 3960242, 3960264, 3960285, 3960333, 3960525, 3960588, 3960619, 3960675, 3961013, 3961110, 3961119
MB3603	3961152, 3961188, 3961415, 3961452, 3961490, 3961517, 3961594, 3961613, 3961667
MB3604c	3961802, 3961853, 3962270, 3962274, 3962406, 3962449, 3962636, 3962811, 3962876, 3962910, 3962928, 3963146, 3963322, 3963568, 3963728, 3963835
MB3605	3964119, 3964211, 3964271, 3964277, 3964396, 3964437, 3964463, 3964525, 3964571, 3964578, 3964627, 3964709
MB3606c	3964718, 3964807, 3964922, 3964943, 3964950, 3965057, 3965116, 3965140, 3965248, 3965252, 3965372, 3965389, 3965396, 3965558, 3965642, 3965680, 3965709, 3965755
MB3607	3965999, 3966283, 3966306, 3966361, 3966415, 3966537, 3966609, 3966631, 3966633, 3966690, 3966697
MB3608	3966895, 3966989, 3967027, 3967156, 3967208, 3967367, 3967428, 3967490, 3967529, 3967541, 3967643, 3967659
MB3609	3967792, 3967882, 3967976, 3968056, 3968178, 3968184, 3968200, 3968256, 3968334, 3968368, 3968767, 3968815, 3968847, 3968864, 3968922, 3969009
MB3610c	3969209, 3969272, 3969591, 3969597, 3969611, 3969665, 3969739, 3969753, 3969755, 3969910, 3969976, 3970012
MB3611c	3970023, 3970163, 3970472, 3970482, 3970504, 3970536, 3970554, 3970557, 3970671, 3970736, 3970779, 3970955, 3970965, 3970974, 3970992, 3971011, 3971013, 3971065, 3971118, 3971227, 3971241, 3971305, 3971312, 3971340, 3971405
MB3612c	3971522, 3971579, 3971802
MB3613c	3971984, 3971986, 3972070, 3972099, 3972119, 3972135, 3972157, 3972263, 3972282, 3972481, 3972518, 3972579, 3972644
MB3614c	3972699, 3972852, 3972907, 3973009, 3973035, 3973072, 3973119, 3973141
MB3615	3973701, 3973756, 3973885, 3973919, 3973962, 3973990, 3974003
MB3616	3974092, 3974168, 3974312, 3974370, 3974431, 3974512, 3974658, 3974738, 3974756, 3975133, 3975211, 3975257, 3975306, 3975375, 3975418, 3975497, 3975507, 3975511
MB3617	3975564, 3975601, 3975695, 3975711, 3975792, 3975914, 3975936, 3975998, 3976130, 3976232, 3976592
MB3618c	3976596, 3976724, 3976737, 3976817, 3976908, 3976914, 3976948, 3977007, 3977010, 3977155, 3977303, 3977346, 3977356, 3977360
MB3619c	3977537, 3977562, 3977651, 3977745, 3977856, 3977861
MB3620	3978130, 3978166, 3978173, 3978192, 3978373, 3978418, 3978510, 3978540, 3978754, 3978831, 3978865, 3979032
MB3621c	3979040, 3979483, 3979601, 3979607, 3979686, 3979699, 3979705, 3979807, 3979826, 3979856, 3980302, 3980353, 3980438, 3980526, 3980546, 3980601, 3980666
MB3622c	3980904, 3980939, 3980993, 3981005, 3981046, 3981085, 3981107, 3981163, 3981206, 3981238, 3981306, 3981527, 3981533, 3981544, 3981588, 3981643
MB3623	3981808, 3981834, 3981999
MB3624	3982031, 3982342, 3982371, 3982477, 3982576, 3982583, 3982858, 3982940, 3982966, 3983008, 3983023, 3983040, 3983152, 3983154, 3983203, 3983324, 3983335
MB3625	3983524, 3983674, 3983719, 3983734, 3983766, 3983850, 3983931, 3983948, 3983964, 3984166, 3984196, 3984222, 3984226, 3984242, 3984309
MB3626c	3984498, 3984534, 3984879, 3984956, 3985056, 3985106, 3985147, 3985283, 3985297, 3985444, 3985519, 3985563
MB3627c	3986289, 3986335, 3986365, 3986454, 3986547, 3986556, 3986576, 3986626, 3986683, 3986755, 3987095, 3987192, 3987261, 3987366, 3987375, 3987502, 3987615, 3987859, 3987924, 3988053, 3988117, 3988253, 3988278, 3988342
MB3628c	3988650, 3988705, 3988858, 3988878, 3988958
MB3629c	3989120, 3989194, 3989292, 3989304, 3989314, 3989344, 3989364, 3989375, 3989559, 3989620, 3989628, 3989630, 3989656, 3989720, 3989752, 3989761, 3989770, 3989837, 3989908, 3989922, 3990054, 3990087, 3990100, 3990241, 3990332, 3990363, 3990499
MB3629A	3990606
MB3630c	3990735, 3990782, 3990825, 3990895, 3990907, 3991090, 3991154, 3991231, 3991271, 3991285, 3991417
MB3631c	3991539, 3991603, 3991633, 3991666, 3991762, 3991803, 3991870, 3991929
MB3632c	3992118, 3992262, 3992379, 3992432, 3992535, 3992548, 3992619, 3992746, 3992749, 3992823
MB3633c	3992926, 3992933, 3993227, 3993302, 3993339, 3993406, 3993450, 3993514, 3993550, 3993600, 3993694, 3993771
MB3634c	3993957, 3994015, 3994239, 3994260, 3994275, 3994478, 3994512, 3994541, 3994615, 3994784, 3994857, 3994899, 3994953
MB3635c	3995359, 3995524, 3995586, 3995671, 3995752, 3995773
MB3636c	3995869, 3995890, 3996105, 3996220, 3996291, 3996293, 3996389, 3996400
MB3637c	3996421, 3996508, 3996638, 3996644, 3996688, 3996743
MB3638c	3996806, 3997069, 3997197, 3997375, 3997424, 3997560, 3997598
MB3639c	3997707, 3997780, 3997862, 3997925, 3997979, 3997983, 3998060, 3998084, 3998113, 3998127, 3998150, 3998202
MB3640c	3998342, 3998357, 3998379, 3998381, 3998444, 3998465, 3998810, 3998838, 3998853, 3998900, 3998922, 3998957, 3999013, 3999180, 3999207, 3999209, 3999266, 3999667, 3999912, 3999932, 3999974, 4000010, 4000184, 4000277, 4000289, 4000329, 4000411, 4000425, 4000439, 4000463, 4000507
MB3641	4001096, 4001111
MB3642c	4001332, 4001370
MB3643c	4001424
MB3644c	4001730, 4001783, 4001809, 4001813, 4001877, 4002043, 4002142
MB3645c	4002359, 4002404, 4002406, 4002408, 4002455, 4002493, 4002501, 4002526, 4002558, 4002624
MB3646c	4002740, 4002754, 4002839, 4002898, 4002912, 4003000, 4003466, 4003486, 4003531, 4003556, 4003730, 4003750, 4003805, 4003810, 4003820, 4003843, 4003865
MB3647	4004488, 4004644, 4004725, 4004750, 4004825, 4004896
MB3648c	4004904, 4004910, 4004937, 4004964, 4004976, 4005015, 4005124, 4005234, 4005352, 4005369, 4005456
MB3649c	4005577, 4005780, 4006079, 4006161, 4006208, 4006303, 4006390, 4006501
MB3650c	4006642, 4006818, 4006833, 4006841, 4006998, 4007014, 4007137, 4007139, 4007182, 4007449
MB3651c	4007578, 4007659, 4007681, 4007798, 4007905, 4007983, 4008014, 4008241, 4008334, 4008426, 4008620, 4008671, 4008835
MB3652	4009120, 4009162, 4009168, 4009183, 4009195, 4009217, 4009256, 4009447, 4009467, 4009551
MB3653c	4009639, 4009680, 4009753, 4009796, 4009802, 4009832, 4009902, 4009964, 4010078, 4010115, 4010179, 4010247, 4010345, 4010487, 4010581, 4010639
MB3654	4010862, 4010904, 4010921, 4010965, 4010977, 4011017, 4011109, 4011138, 4011198, 4011224, 4011287, 4011337, 4011519, 4011578, 4011611, 4011758, 4011821, 4011834, 4011859, 4011967, 4012058, 4012117
MB3655	4012193, 4012353, 4012406, 4012796, 4012805
MB3656	4012936, 4012990, 4013017, 4013095, 4013137, 4013162, 4013167, 4013227
MB3657	4013494, 4013501, 4013539, 4013543, 4013573, 4013698, 4013714, 4013778, 4013839, 4013971, 4014039, 4014173, 4014190, 4014197, 4014199, 4014244, 4014281
MB3658c	4014341, 4014409, 4014435, 4014445, 4014531, 4014617, 4014627, 4014691, 4014731, 4014750, 4014770, 4014794, 4014824, 4014866, 4014884, 4014949, 4015039, 4015075, 4015213
MB3659	4015297, 4015323, 4015376, 4015382, 4015442, 4015504, 4015595, 4015602, 4015620, 4015775, 4015799, 4015976, 4016061, 4016237, 4016318, 4016352, 4016468, 4016519, 4016571, 4016674, 4016780, 4016861, 4016951, 4016961
MB3660	4017539, 4017608, 4017656, 4017684, 4017704, 4017735
MB3661	4018171, 4018337, 4018361, 4018595
MB3662	4018650, 4018684, 4018768, 4018922, 4018955, 4019003, 4019122, 4019179, 4019211, 4019237, 4019255, 4019320
MB3663c	4019588, 4019606, 4019769, 4019837, 4019861, 4019919, 4019957, 4020013
MB3664c	4020170, 4020204, 4020218, 4020231, 4020248, 4020369, 4020442, 4020873, 4020893, 4020908, 4020914, 4021056, 4021062, 4021073, 4021094, 4021161, 4021253
MB3665c	4021584, 4021785, 4021794, 4021800, 4021806, 4021863, 4021971, 4022010, 4022146, 4022160
MB3666c	4022221, 4022233, 4022287
MB3667	4022822, 4022884, 4022914, 4022935, 4022946, 4022966, 4022988, 4022990
THRU	4023021, 4023043, 4023050, 4023066, 4023078
